Donor_ID,Phone_number,First_name,Last_Name,Iron_count,Weight,Age
728096,3113444087,Norris,Stephenson,13.80,250,33
729980,6747570253,Elton,Melendez,17.32,232,29
730110,7593619961,Andy,Mclean,12.41,243,29
731910,1013367940,Weldon,Buckley,16.51,160,21
732276,5796106445,Elvin,Bender,12.83,136,23
733455,5683441545,Daryl,Estes,15.93,177,42
734356,4648290325,Will,Richmond,19.50,160,23
735729,7917188672,Sanford,Stuart,15.36,220,29
736942,7699322830,Alonzo,Burch,14.90,127,23
737537,1059446042,Marcus,Kaufman,12.60,172,50
738866,8647241688,Freddy,Madden,19.59,240,23
738964,6388278847,Adrian,Spence,15.98,245,34
740472,9709633847,Adam,Pollard,18.00,169,26
740648,1865693860,Darryl,Roberts,18.97,175,42
741257,8505296408,Lamar,Watson,14.75,240,43
741533,8168904412,Merrill,Kelley,14.26,205,30
747906,2828546732,Rodger,Armstrong,14.09,176,60
750090,7599957308,Wiley,Mendez,19.22,233,59
750441,7974828397,Melvyn,Soto,15.02,223,18
750871,9667502139,Roscoe,Reid,17.68,147,37
752405,8542819681,Scott,Pearson,18.14,133,51
752862,8515817962,Gail,Fletcher,17.79,186,38
753528,6899255747,Jasper,Blair,13.43,183,32
753665,8955611050,Morton,Potter,17.59,247,47
753698,1581135880,Ollie,Todd,15.67,124,22
756161,6594370055,Bradley,Tate,14.31,135,50
758587,4737032025,Carmen,Lloyd,13.55,183,40
758754,9640164859,Abraham,Weiss,13.80,146,54
759412,9514104086,Huey,Odonnell,16.35,199,30
762187,2983768836,Odell,Mcintyre,12.97,133,61
762408,1897545933,Harrison,Stark,15.88,158,40
765324,7475071794,Lorenzo,Mahoney,19.20,174,48
765615,4550034335,Elijah,Pace,13.97,122,29
765856,2179240848,Barney,Bray,19.81,206,59
767109,1403976578,Al,Rowland,14.78,223,36
768426,2307446308,Ken,Hooper,13.33,212,21
768625,1180693874,Shelby,Anderson,14.49,234,62
770173,2400736895,Dwayne,Hall,16.79,238,32
772370,1278031418,Lavern,Murray,14.26,248,59
775149,6841557114,Reuben,Hunt,14.24,152,39
776791,7039257471,Rolland,Burke,16.43,172,64
777030,8466234693,Kenny,Jacobs,15.33,155,47
778599,6827627847,Chris,Barker,17.57,189,37
782140,5747497649,Clair,Page,15.07,140,23
782448,5446921058,Denis,Dawson,19.09,213,39
784434,2955763608,Jonathan,Webster,13.85,234,47
785201,1710961260,Emanuel,Wolf,15.65,197,41
785621,6841785591,Ricardo,Ayala,19.35,129,27
785688,5645158707,Coy,Schroeder,18.98,175,45
786714,2614547450,Erwin,Mueller,15.04,144,18
786803,2249038333,Simon,Buchanan,16.86,178,45
788333,9423535966,Hollis,Flynn,15.69,148,33
788626,1637360202,Monroe,Hess,13.82,163,63
788879,8753229492,Buford,Wilcox,12.60,147,33
791625,6963631476,Frederic,Wall,15.65,160,38
792519,9362555747,Truman,Nash,19.53,242,60
794312,8896592399,Mervin,Gates,12.86,209,32
794508,2868966452,Monte,Baxter,13.27,197,27
794833,3728749362,Van,Snow,17.79,140,20
796365,4204646776,Winston,Livingston,14.08,189,26
796565,2935485787,Adolph,Stanton,12.91,151,32
797881,7833244674,Hal,Good,12.61,144,33
798117,4241096347,Linwood,Kelly,12.73,189,26
798228,2384601947,Armand,Matthews,16.00,114,23
798319,4879759491,Clement,Walsh,13.70,250,57
799577,8770598602,Roderick,Newman,19.22,163,44
799629,5738630328,Charley,Fitzgerald,16.36,126,57
800749,8618826083,Guadalupe,Casey,14.22,201,58
801274,9738648706,Emory,French,17.43,221,32
802413,7186972927,Nolan,Cain,15.67,116,60
802787,4026207346,Russel,Abbott,19.20,228,25
804153,5687204265,Armando,Berger,17.95,198,20
805074,3023513029,Wilmer,Barr,18.43,146,60
806092,1997299297,Spencer,Weeks,13.03,174,21
811557,6903438324,Alfredo,Frederick,16.98,154,44
813206,9107790856,Kevin,Mcmahon,18.85,171,55
813297,7730156938,Wilburn,Mccann,19.06,159,23
813554,6848922268,Hershel,Irwin,16.93,229,32
813784,8032262491,Rene,Joyce,18.71,137,29
814812,2658083476,Lanny,Travis,16.98,190,65
817701,8470906456,Gabriel,Mooney,19.22,250,31
819001,1540831894,Mickey,Lane,12.71,203,51
820510,6130377205,Delmer,Morrison,16.00,197,56
821232,4303092131,Jake,Austin,12.84,207,21
821611,9719237936,Kennith,Craig,18.75,162,52
822779,2398231327,Fredric,Erickson,17.43,209,21
826336,6131546225,Levi,Chandler,16.57,138,65
826360,7853113952,Gerry,Wise,19.02,135,58
829858,5712767503,Sterling,Short,19.74,227,29
830095,7177787934,Denver,Summers,15.98,151,29
833807,3614939156,Tim,Bryan,14.05,199,42
834479,3593059693,Wilford,Farrell,15.72,115,62
836189,7549666398,Harris,Hutchinson,18.82,141,27
836244,8450983179,Jackson,Prince,16.62,239,32
836531,6373042388,Winfred,Bartlett,15.72,178,26
837557,9200384334,Cleo,Conrad,13.79,169,39
837575,3409074055,Dudley,Fitzpatrick,16.86,154,65
838893,9441303820,Carrol,Fry,13.84,125,33
839520,7461308680,Ernie,Oconnell,14.52,229,41
840664,3500111023,Jean,Carney,13.70,162,44
845235,8627837557,Jess,Nelson,12.74,197,31
846067,7975579547,Alva,Wood,18.86,160,59
846564,5452600340,Hector,Powers,16.35,220,21
849260,2993136971,Elliott,Warner,15.65,221,60
849342,5573919867,Jeff,Christensen,14.77,239,30
853839,3550599502,Vern,Rowe,14.82,142,38
854154,3905611217,Fernando,Morton,19.02,226,19
858885,3637955377,Ward,Patrick,14.77,200,29
861409,9871067445,Freeman,Guerra,17.95,205,38
862221,4513204025,Miles,Mckee,15.03,201,41
863401,7248835791,Dewayne,Stein,14.77,146,22
864031,9066118985,Terrance,Schaefer,12.64,196,57
864755,1549845772,Warner,Cherry,13.27,118,18
867549,1005374148,Basil,Krause,12.55,138,59
867989,4380287155,Earle,Mcgrath,13.82,206,27
868065,9268223482,Gayle,Osborn,12.55,165,35
869744,7126901425,Seymour,Peterson,14.80,138,28
870144,5635407045,Arlen,Rose,15.22,165,22
870946,1288048075,Barbara,Johnston,12.77,113,61
871020,9799874445,Eli,Stanley,18.09,200,54
871530,6447320806,Gus,Holt,15.02,166,27
873066,7802089267,Miguel,Bush,15.72,128,34
874125,5907872460,Salvador,Quinn,13.03,162,25
874182,5726055934,Bernie,Clarke,15.83,180,55
874891,5364212886,Forest,Chase,15.42,123,19
876035,2220845598,Micheal,Boyer,19.31,208,39
876367,4251435208,Noah,Booth,15.51,234,43
877164,1847510020,Milford,Sawyer,14.77,138,46
877481,5975152082,Denny,Keith,19.07,228,56
877929,3479169739,Emery,Hurley,15.83,218,36
878101,9562467288,Arturo,Mckay,15.69,190,59
879252,9234178968,Dalton,Stevens,13.66,113,49
880437,6186871613,Riley,Richards,18.36,240,26
881532,1383203248,Olin,Obrien,12.41,196,36
881559,8887886136,Ronny,Parks,13.30,236,36
882775,9728465253,Galen,Harrington,12.78,141,21
884136,3837609082,Jerrold,Mcguire,13.70,111,43
884456,2448155434,Ron,Pratt,18.85,229,18
885289,9987174124,Solomon,Carson,14.80,139,57
887039,3875000888,Vance,Wilkinson,18.80,131,64
887832,5470765252,Enrique,Bruce,18.75,249,62
887847,2132329550,Errol,Jacobson,13.04,179,28
889202,1945634130,Delano,Winters,19.46,132,51
891478,2683818335,Kurt,Strong,15.48,241,58
893588,3124036990,Lenard,Hendricks,19.47,120,35
894452,2317832224,Booker,Donovan,16.82,131,64
894459,6205786095,Pablo,Gould,14.15,229,43
895021,8740260297,Vito,Dickson,18.34,186,61
895289,9174953851,Alden,Duke,12.97,176,29
895913,3100623556,Bryan,Olson,16.79,139,55
896219,7986051585,Dana,Carlson,15.42,238,51
896701,9437657864,Herschel,Oliver,15.65,249,23
897069,7366746410,Rogers,Jennings,15.04,130,36
898068,4168376998,Royal,Mccarthy,12.41,111,62
898230,5217007057,Bradford,Foley,18.40,177,32
898824,8527755747,Bud,Oneill,14.44,200,62
898957,5627738435,Kay,Berg,13.31,182,18
900121,7916695604,Blaine,Koch,16.09,205,43
900366,1192865581,Elmo,Reilly,12.55,247,37
901765,7759054514,Elroy,Crane,15.33,170,42
902730,3192957775,Rocco,Rivers,12.97,226,33
903451,3982544869,Burl,Brandt,16.03,146,23
904007,1109484980,Alberto,Braun,17.32,180,26
904170,5104690149,Jerold,Stone,15.88,221,46
904338,5838425648,Kelly,Fox,16.89,150,26
904683,5058338724,Connie,Larson,18.52,154,32
904798,6540078390,Gilberto,Sandoval,16.62,114,22
905285,4969160615,Normand,Moran,16.93,207,27
906444,5746581288,Anton,Swanson,16.79,163,54
907135,9690931258,Rayford,Barber,13.57,237,35
908165,4685939082,Sonny,Owen,19.73,231,27
910291,8807159755,Wilton,Mckenzie,18.43,122,65
911924,4635569638,Alphonso,Larsen,15.10,163,20
912884,9266839501,Everette,Rich,18.97,145,18
913253,2931872518,Odis,Harding,14.05,140,41
914390,7787970952,Tomas,Burgess,13.30,169,48
918021,7305615599,Ulysses,Logan,13.70,214,20
919015,5538341133,Betty,Cameron,13.22,237,48
919471,2834662853,Thaddeus,English,18.98,211,44
919735,6495319005,Terence,Baird,13.27,172,41
919978,5682472749,Cletus,Ewing,12.41,126,46
924001,1854662328,Evan,Henry,13.27,170,32
924266,8177781697,Arden,Meyer,13.85,131,43
925530,5165275560,Davis,Hanson,12.95,122,41
926116,4770944653,Julio,Barrett,15.88,161,28
926138,3728293440,Clay,Bond,17.59,242,36
926190,8136683472,Cyril,Barry,13.84,112,56
927660,8633754296,Dickie,Rodriguez,14.05,139,38
927752,3670723974,Buster,Lawrence,16.82,199,49
928157,5488533620,Claud,Jensen,15.98,246,46
928836,7916409090,Emerson,Beck,12.41,159,23
931921,8990335447,Andre,Oconnor,15.42,172,35
935492,4952315968,Carmine,Lamb,15.93,178,43
937751,1552695649,Rodolfo,Marks,15.18,111,37
941340,1446859573,Shelton,Barron,14.77,231,49
943002,9916594177,Gaylord,Orr,16.79,162,36
943790,8242560157,Isaiah,Rocha,12.52,215,32
945491,9279962804,Luke,Case,15.67,159,47
946148,4850975282,Olen,Mullen,18.93,182,27
951028,1824812773,Pasquale,Chavez,14.08,159,53
951282,7827277848,Saul,Andrews,13.38,176,43
951698,6463717302,Elias,Brennan,14.82,138,19
952459,4437198452,Eddy,Woodward,16.64,203,20
953500,6206892430,Milo,Werner,13.80,135,53
953881,7442828168,Barton,Davies,13.55,250,54
955294,2265226984,Gearld,Martinez,12.91,165,57
955304,7909973615,Silas,Hansen,12.51,155,30
955533,3053486620,Columbus,Alvarado,14.77,197,18
957011,6198862604,Hoyt,Mack,13.85,142,39
959036,5794894878,Jeremiah,York,17.61,125,49
959478,8340672469,Domingo,Frost,18.52,149,64
959782,5809809997,Lyman,Forbes,14.82,201,36
960480,4751331080,Fletcher,Benson,14.90,170,45
961243,6606853464,Rafael,Richard,13.31,113,48
961265,8196219809,Vaughn,Walter,18.82,198,54
962220,8097285945,Kyle,Morse,15.22,217,39
963084,6427790673,Angel,Galvan,12.64,222,51
963681,3088498005,Dwain,Hanna,12.71,187,31
963987,9383819285,Merlyn,Contreras,16.64,219,59
964365,2349130287,Ernesto,Petersen,18.09,167,55
965146,4996337853,Foster,Kent,12.61,247,25
966078,4098628488,Graham,Buck,12.73,142,37
967372,8837571743,Raymon,Duffy,18.73,130,32
969861,7583169854,Boyce,Sampson,13.80,237,56
970816,5164981438,Morgan,Levy,13.29,215,52
971693,2236189926,Dewitt,Dunn,15.14,211,27
974415,7646402533,Lacy,Ochoa,12.51,175,32
975250,4766638957,Orval,Andersen,16.03,213,51
976100,6700040039,Carson,Moreno,13.98,171,47
976520,2806166796,Carter,Ryan,12.78,237,24
977187,7102602925,Hiram,Olsen,14.77,133,52
977758,7615388837,Patricia,Kerr,12.91,136,53
979962,3260150935,Chuck,Herman,12.60,236,65
980356,2890013544,Felton,Hernandez,14.78,230,27
981178,8336419654,Kirby,Vega,14.39,159,25
981485,6213897571,Beverly,Macdonald,18.77,216,44
982067,6656734906,Mckinley,Nielsen,12.92,182,47
986696,6925069906,Patsy,Sosa,13.99,148,59
987392,9394512554,Dee,Martin,15.04,213,59
987941,1542654529,Denzil,Peck,18.36,166,59
990360,5272275333,Ignacio,Mayer,16.51,179,45
991786,9850730497,Newton,Tapia,17.44,113,21
991836,3718732210,Verlin,Meyers,15.18,126,50
994165,9855944818,Elden,Johns,14.49,147,65
995280,6794516193,Ellsworth,Rasmussen,18.77,159,58
996802,6188707673,Houston,Ortiz,16.35,138,65
996977,8986549356,Jules,Cummings,18.47,164,36
998047,7865753559,Lupe,Vasquez,14.22,221,60
998119,9257705695,Monty,Spencer,18.43,233,30
998830,7390551117,Dannie,Day,19.06,216,55
998855,6185605615,Felipe,Frank,12.75,157,21
999557,6856453158,Major,Kaiser,13.45,185,65
